year,codigoconvocatoria,descripcion_item,estado_item,monto_referencial_item,monto_adjudicado_item,moneda,fecha_convocatoria,fecha_buenapro,fecha_consentimiento_bp,tipoprocesoseleccion,objetocontractual,entidad_departamento,entidad,f_convo_buenapro,f_buenapro_consentimiento
2018,452030,"EJECUCION DE OBRA: MEJORAMIENTO DE LA CARRETERA TRAMO CALACHOTA ¿ QUIRIMAN ¿ AUCAMPI ¿ AYAUCA, DISTRITO DE AYAUCA ¿ YAUYOS ¿ LIMA CON CODIGO SNIP N¿ 357263",Contratado,47721810.62,47721810.62,Soles,2018-07-23,2018-09-18,2018-10-02,Licitación Pública,Obra,LIMA,MUNICIPALIDAD DISTRITAL DE AYAUCA,57,14
2018,480312,"MEJORAMIENTO DE LOS SERVICIOS DE SALUD EN EL CENTRO DE SALUD METROPOLITANO EN EL DISTRITO DE TACNA, PROVINCIA DE TACNA - TACNA",Contratado,8896393.59,8896393.59,Soles,2018-07-31,2018-10-23,2018-11-07,Licitación Pública,Obra,TACNA,GOBIERNO REGIONAL DE TACNA SEDE CENTRAL,84,15
2018,525097,Seguridad y Vigilancia - Red Asistencial Ancash,Contratado,12589721.29,10278638.72,Soles,2018-10-15,2019-06-03,2019-06-14,Concurso Público,Servicio,LIMA,SEGURO SOCIAL DE SALUD,231,11
2018,506752,SERVICIO DE ATENCION AMBULATORIA AL SIS CON IRC TERMINAL EN HEMODIALISIS LIMA METROPOLITANA SUR 3,Contratado,8299928.0,8299928.0,Soles,2018-12-28,2019-02-04,2019-02-05,Adjudicación Simplificada,Servicio,LIMA,FONDO INTANGIBLE SOLIDARIO DE SALUD,38,1
2018,499668,"SERVICIO DE CONSULTORIA PARA LA SUPERVISION DE LA EJECUCION DE LAS OBRAS GENERALES Y SECUNDARIAS DE AGUA POTABLE Y ALCANTARILLADO DEL PROYECTO:OPTIMIZACI¿N DE SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO, SECTORIZACION, REHABILITACION DE REDES Y ACTUALIZACION DE CATASTRO AREA DE INFLUENCIA PLANTA HUACHIPA AREA DE DRENAJE OQUENDO, SINCHI ROCA, PUENTE PIEDRA Y SECTORES 84, 83, 85 Y 212  LIMA NORTE II LOTE 01: PAQUETE A: OBRAS GENERALES DE AGUA POTABLE PAQUETE B1: REDES SECUNDARIAS DE AGUA P",Contratado,7549267.77,7549267.77,Soles,2018-12-06,2019-02-07,2019-02-22,Concurso Público,Consultoría de Obra,LIMA,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,63,15
2018,504654,SERVICIO DE SUMINISTRO Y REEMPLAZO DE ELECTROBOMBAS EN LAS ESTACIONES DE BOMBEO DE CRUDO EN REFINER¿A TALARA,Contratado,8260665.7,8253283.35,Soles,2018-04-13,2019-03-06,2019-03-06,Proceso por Competencia,Servicio,LIMA,PETROLEOS DEL PERU S.A.,327,0
2018,459620,"CONSTRUCCION Y MEJORAMIENTO DEL CAMINO VECINAL LA UNION-EL LIBANO-STA CRUZ-LA PRIMAVERA, OMIA, RODRIGUEZ DE MENDOZA, AMAZONAS. META: CONSTRUCCION DE UN PUENTE DE SECCION COMPUESTA DE L=52M, CONSTRUCCION DE 04 PUENTES DE SECCION VIGA LOSA DE LUCES 15M",Contratado,10240336.59,10240336.59,Soles,2018-07-13,2018-09-21,2018-09-21,Licitación Pública,Obra,AMAZONAS,GOBIERNO REGIONAL DE AMAZONAS SEDE CENTRAL,70,0
2018,478798,"contrataci¿n de la ejecuci¿n de la obra ¿MEJORAMIENTO Y REHABILITACION DEL CAMINO VECINAL TRAMO R658, EMP. 658 DE LA CARRETERA MATICHICO -LOMAS GORDAS -HUAMPO Y SACSAHUANCA, DISTRITO DE AMBO, PROVINCIA DE AMBO- HUANUCO¿",Contratado,9186371.79,9186371.79,Soles,2018-09-04,2018-10-10,2018-10-10,Adjudicación Simplificada,Obra,HUANUCO,MUNICIPALIDAD PROVINCIAL DE AMBO,36,0
2018,451691,MEJORAMIENTO DE LOS SERVICIO S DE LA BIBLIOTECA CENTRAL DE LA UNAJMA,Contratado,9101994.99,8646895.24,Soles,2018-03-22,2018-06-19,2018-06-28,Adjudicación Simplificada,Obra,APURIMAC,UNIVERSIDAD NACIONAL JOSE MARIA ARGUEDAS,89,9
2018,501666,REPOTENCIACION DE LA RED DE RADARES SECUNDARIOS,Contratado,8724674.03,8724674.03,Dólar Norteamericano,2018-12-13,2018-12-14,2018-12-15,Contratación Directa,Bien,CALLAO,CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL S.A.- CORPAC,1,1
2018,436065,"ADQUISICI¿N DE SERVIDORES, SISTEMA DE ALMACENAMIENTO Y PRODUCTOS ORACLE PARA RENOVAR LA INFRAESTRUCTURA DE BASE DE DATOS ORACLE Y WEBLOGIC DEL DATA CENTER",Contratado,5935000.0,5699900.0,Soles,2018-03-28,2018-05-31,2018-06-12,Licitación Pública,Bien,LIMA,INSTITUTO NACIONAL DE DEFENSA DE LA COMPETENCIA Y DE LA PROTECCION DE LA PROPIEDAD INTELECTUAL,64,12
2018,454201,"INSTALACI¿N DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO AGOMARCA ALTO, DISTRITO DEE BAMBAMARCA, PROVINCIA DE HUALGAYOC-CAJAMARCA",Contratado,5388596.21,5361653.23,Soles,2018-06-20,2018-08-23,2018-09-06,Licitación Pública,Obra,CAJAMARCA,GOBIERNO REGIONAL DE CAJAMARCA - GERENCIA SUB REGIONAL CHOTA,64,14
2018,468366,"CONTRATACI¿N DE LA EJECUCI¿N DE OBRA: MEJORAMIENTO Y REHABILITACI¿N DE LA CARRETERA EN LA RED VIAL VECINAL CANAYRE CORONEL PORTILLO, JUNIN LIBERTAD, NUEVO PROGRESO ROSARIO SANTILLANA VIRGEN CCASA, EN LOS DISTRITOS DE LLOCHEGUA Y CANAYRE.",Contratado,9160817.32,9160817.32,Soles,2018-06-19,2018-09-07,2018-09-10,Licitación Pública,Obra,AYACUCHO,MUNICIPALIDAD PROVINCIAL DE HUANTA,80,3
2018,465107,"SERVICIO DE CONSULTORIA DE OBRA PARA LA ELABORACION DEL ESTUDIO DEFINITIVO Y EXPEDIENTE TECNICO DEL PROYECTO: MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES, EN LA CIUDAD DE PUCALLPA, PROVINCIA DE CORONEL PORTILLO, DEPARTAMENTO DE UCAYALI",Contratado,9115255.28,9115255.28,Soles,2018-04-24,2018-08-10,2018-08-22,Concurso Público,Consultoría de Obra,LIMA,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,108,12
2018,480809,"Mejoramiento y Rehabilitaci¿n de pavimento y veredas en la Av. El Ferrocarril, Distrito de Santa Anita - Lima Obra",Contratado,6051430.45,6048909.01,Soles,2018-10-03,2018-10-30,2018-10-31,Adjudicación Simplificada,Obra,LIMA,MUNICIPALIDAD DISTRITAL DE SANTA ANITA,27,1
2018,503737,"EJECUCION DE OBRA: RECUPERACI¿N DE LOS SERVICIOS ECOSISTEMICOS EN LA MICROCUENCA DEL RIO SAN ANTONIO AFECTADA POR LOS PASIVOS AMBIENTALES MINEROS DE LA EX UNIDAD MINERA SAN ANTONIO DE ESQUILACHE, DISTRITO DE SAN ANTONIO, PROVINCIA Y REGI¿N PUNO",Contratado,28060472.17,30017302.51,Soles,2018-12-20,2019-03-20,2019-03-21,Convenio,Obra,LIMA,EMPRESA ACTIVOS MINEROS SAC,90,1
2018,485262,"SERVICIO DE SUPERVISI¿N DEL SERVICIO DE GESTI¿N, MEJORAMIENTO Y CONSERVACI¿N VIAL POR NIVELES DE SERVICIO DEL CORREDOR VIAL""PRO REGI¿N PUNO - PAQUETE 04: PE-34U, PE-3ST, PE-3SU, PE-36E, PE-36F y PE-38B"".",Contratado,20620395.36,15916585.62,Soles,2018-07-13,2018-11-08,2018-11-20,Concurso Público,Servicio,LIMA,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),118,12
2018,487678,"EJECUCION DE LA OBRA: ¿MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS EN LA I.E.S.M. RICARDO PALMA DEL C.P. CHUPARO, DISTRITO DE ANCO-HUALLO, PROVINCIA DE CHINCHEROS, REGION APURIMAC¿",Contratado,8683436.09,8683436.09,Soles,2018-10-25,2018-12-28,2019-04-05,Licitación Pública,Obra,APURIMAC,GOBIERNO REGIONAL DE APURIMAC SEDE CENTRAL,64,98
2018,457752,"CONTRATACION DEL SERVICIO DE RECOLECCION, TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS SOLIDOS EN EL DISTRITO DE SAN MIGUEL",Contratado,18792000.0,17581685.0,Soles,2018-07-05,2018-08-15,2018-08-16,Concurso Público,Servicio,LIMA,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,41,1
2018,463195,"EJECUCI¿N DE LA OBRA ""CREACI¿N DE MINI COMPLEJOS DEPORTIVOS EN LOS CENTROS POBLADOS DE HUARI, YACYA ¿ HUAMPARAN ¿ COLCAS ¿ HUAMANTANGA ¿ AMPAS ¿ ACOPALCA ¿ MALLAS, DISTRITO DE HUARI, PROVINCIA DE HUARI ¿ ANCASH""",Contratado,5007529.95,5007529.95,Soles,2018-03-27,2018-08-01,2018-08-03,Licitación Pública,Obra,ANCASH,MUNICIPALIDAD PROVINCIAL DE HUARI,127,2
2018,495256,"CONTRATACI¿N DE LA EJECUCI¿N DE LA OBRA RECONSTRUCCI¿N Y REHABILITACI¿N DE CAMINO VECINAL - 11.2 KM EN SANTO DOMINGO - QUINCHAYO GRANDE, DISTRITO DE SANTO DOMINGO, PROVINCIA DE MORROPON PIURA",Contratado,5422002.52,5422002.52,Soles,2018-11-21,2018-12-04,2018-12-04,Procedimiento Especial de Contratación,Obra,PIURA,MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO,13,0
2018,459847,"SERVICIO DE SUPERVISI¿N DEL SERVICIO DE GESTI¿N, MEJORAMIENTO Y CONSERVACI¿N VIAL POR NIVELES DE SERVICIO DEL CORREDOR VIAL ""PRO REGI¿N PUNO - PAQUETE 01: PE-3SM, PE-3SN, PE-34M, PE-34N, PE-34¿, PE-34O y PE-34P"".",Contratado,21398745.64,17118996.56,Soles,2018-07-16,2018-12-18,2018-12-28,Concurso Público,Servicio,LIMA,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),155,10
2018,453223,"MEJORAMIENTO DE LA OFERTA DEL SERVICIO EDUCATIVO DEL CENTRO EDUCATIVO INTEGRADO DE SORAYA DISTRITO DE SORAYA, PROVINCIA DE AYMARAES - APURIMAC"" C¿DIGO SNIP N¿ 307556",Contratado,7986759.59,7986759.59,Soles,2018-02-13,2018-06-18,2018-07-02,Licitación Pública,Obra,APURIMAC,MUNICIPALIDAD DISTRITAL DE SORAYA,125,14
2018,525097,Seguridad y Vigilancia - Red Asistencial Loreto,Contratado,14754499.88,10000008.0,Soles,2018-10-15,2019-06-03,2019-06-14,Concurso Público,Servicio,LIMA,SEGURO SOCIAL DE SALUD,231,11
2018,433357,CLORO 907 KG,Contratado,15272816.87,15134998.18,Soles,2018-03-15,2018-04-27,2018-04-30,Licitación Pública,Bien,LIMA,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,43,3
2018,479167,"EJECUCION DEL PROYECTO: MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA AV. PAUL POBLET LIND DESDE EL JR. COMERCIO, ZONA 01, HASTA EL PUENTE INCA MOYA, CENTRO POBLADO DE CIENEGUILLA - DISTRITO DE CIENEGUILLA PROVINCIA DE LIMA - REGION LIMA",Contratado,37486526.03,37486526.0,Soles,2018-07-13,2018-10-20,2018-10-29,Adjudicación Simplificada,Obra,LIMA,GOBIERNO REGIONAL METROPOLITANO DE LIMA,99,9
2018,447911,SERVICIO DE VIGILANCIA PARA REFINER¿A TALARA Y OTRAS INSTALACIONES,Contratado,22504973.56,22504973.56,Soles,2018-05-24,2018-05-24,2018-05-25,Contratación Directa (Petroperú),Servicio,LIMA,PETROLEOS DEL PERU S.A.,0,1
2018,488904,"CONTRATACION DE UN EJECUTOR DE OBRA PARA EL PIP: MEJORAMIENTO DEL CAMINO VECINAL PUENTE TECHIN - CRUCE CHIRIMOYO, DISTRITO DE QUEROCOTILLO - CUTERVO - CAJAMARCA",Contratado,22919401.54,22919401.54,Soles,2018-10-30,2018-12-06,2018-12-07,Licitación Pública,Obra,CAJAMARCA,GOBIERNO REGIONAL DE CAJAMARCA-GERENCIA SUB-REGIONAL CUTERVO,37,1
2018,477489,"EJECUCION DE OBRA DEL PROYECTO DENOMINADO RECUPERACI¿N Y MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DEL CAMINO VECINAL ENTRE LOS TRAMOS CHAMANA- PORTUGAL, DISTRITO DE HUARMACA- HUANCABAMBA-PIURA.",Contratado,15421750.0,15421750.0,Soles,2018-09-26,2018-10-12,2018-10-12,Procedimiento Especial de Contratación,Obra,PIURA,MUNICIPALIDAD DISTRITAL DE HUARMACA,16,0
2018,452848,SERVICIO DE LIMPIEZA INTEGRAL A NIVEL NACIONAL DE LOS DISTRITOS FISCALES DEL MINISTERIO PUBLICO - LIMA Y CALLAO,Contratado,26419775.04,26419775.04,Soles,2018-06-15,2018-07-03,2018-07-04,Adjudicación Simplificada,Servicio,LIMA,CENTRAL DE COMPRAS PUBLICAS - PERU COMPRAS,18,1
2018,492818,"EJECUCION DE OBRA: MEJORAMIENTO DE LOS SERVICIOS DE SALUD NUEVA REQUENA, DISTRITO DE NUEVA REQUENA, PROVINCIA DE CORONEL PORTILLO, DEPARTAMENTO DE UCAYALI - CUI 2339247 - SNIP 378113.",Contratado,18181986.62,18181986.62,Soles,2018-10-16,2018-11-30,2018-11-30,Licitación Pública,Obra,UCAYALI,GOBIERNO REGIONAL DE UCAYALI SEDE CENTRAL,45,0
2018,464170,"EJECUCION DE OBRA DEL PROYECTO MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIO EN LAS I.E. N. 17301, N. 16682, N. 17036, N. 17814 DEL DISTRITO DE CAJARURO PROVINCIA DE UTCUBAMBA, AMAZONAS CODIGO DE PROYECTO 232954",Contratado,6717410.97,6717410.97,Soles,2018-06-28,2018-08-23,2018-09-12,Licitación Pública,Obra,AMAZONAS,GOBIERNO REGIONAL DE AMAZONAS - UNIDAD EJECUTORA 004 GERENCIA SUB REGIONAL UTCUBAMBA,56,20
2018,452823,"MEJORAMIENTO DE LOS SERVICIOS DE SALUD EN EL CENTRO DE SALUD I-3 SAN JUAN, DISTRITO DE SAN JUAN - CAJAMARCA - CAJAMARCA",Contratado,5800486.49,5794586.49,Soles,2018-06-14,2018-08-03,2018-08-15,Licitación Pública,Obra,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE SAN JUAN - CAJAMARCA,50,12
2018,490879,SERVICIO DE LIMPIEZA INTEGRAL HOSPITALARIA PARA EL INSN - BRE¿A,Contratado,10970549.83,10970549.83,Soles,2018-11-08,2018-12-20,2018-12-20,Concurso Público,Servicio,LIMA,INSTITUTO NACIONAL DE SALUD DEL NIÑO,42,0
2018,460748,"Contrataci¿n de Ejecuci¿n de Obra - Componente I y II del Proyecto ""Mejoramiento del Servicio Educativo en el II Ciclo de la EBR en las I.I.E.E. 0407; 0214; 0446; 0183; 137; 1121; 001; 313 y 0662, corredor Educativo Huallaga Central Margen Izquierda, Jurisdicci¿n de las UGEL Mariscal C¿ceres, Bellavista y Picota - San Mart¿n""",Contratado,21099650.12,19669165.36,Soles,2018-07-19,2018-10-10,2018-10-25,Licitación Pública,Obra,SAN MARTIN,GOBIERNO REGIONAL DE SAN MARTIN SEDE CENTRAL,83,15
2018,460004,EJECUCI¿N DE LA OBRA:  REHABILITACI¿N Y AMPLIACI¿N DEL ESTABLECIMIENTO PENITENCIARIO DE MUJERES TRUJILLO¿ SNIP N¿ 167730 (NUEVO PABELL¿N Y ¿REAS COMPLEMENTARIAS),Contratado,5958484.13,5928184.0,Soles,2018-07-16,2018-08-08,2018-08-16,Adjudicación Simplificada-Decreto Legislativo N° 1325,Obra,LIMA,INPE-OFICINA GENERAL DE INFRAESTRUCTURA,23,8
2018,465954,SERVICIO DE ATENCION AMBULATORIA AL SIS CON IRC TERMINAL EN HEMODIALISIS EN EL DEPARTAMENTO DE  LAMBAYEQUE 4,Contratado,8185231.08,8104057.0,Soles,2018-08-09,2018-11-05,2018-11-06,Concurso Público,Servicio,LIMA,FONDO INTANGIBLE SOLIDARIO DE SALUD,88,1
2018,495019,"Reconstrucci¿n y Mejoramiento de V¿as del Sector Los Jardines ¿ Anexo San Pedro, Tramos desde 1+406 Hasta 1+416, Que Comprende Las Calles Arequipa, S/N,  S/N, Pasaje S/N, La Huaca, S/N, S/N, Moquegua, S/N y Av. Los Cocos, del Distrito de Ignacio Escudero ¿ Sullana ¿ Piura.",Contratado,6161591.76,6161591.76,Soles,2018-11-20,2018-12-03,2018-12-05,Procedimiento Especial de Contratación,Obra,PIURA,MUNICIPALIDAD DISTRITAL DE IGNACIO ESCUDERO,13,2
